source,target,value,norm_value,z_score,norm_value_var,p_value,source_n,target_n
Allantois,Allantois,9.499999999914719,-2.3684757858670005e-15,-2.3685598421199995e-05,3.6077238732107605e-28,1.0,78,78
Allantois,Amniotic ectoderm,5.556955945206139,0.3544050189054202,3.847723205627098,0.018824645161630824,0.0,78,2288
Allantois,Apical ectodermal ridge,5.5332808087418135,0.45766665197711404,4.8868254336608805,0.0024456891118370024,0.0,78,2516
Allantois,Arterial endothelial cell,5.5380524897516645,0.24445086121733026,3.135854545215622,0.025440247783586865,0.2,78,645
Allantois,Atria,5.312120414887256,0.07269292660293185,0.785395729379896,0.007208062807331923,0.82,78,1798
Allantois,Atrioventricular canal,5.12715039915182,0.018033181183793268,-0.05593790529182696,0.03479764377432219,0.42,78,357
Allantois,Autonomic neuron,4.776109087624133,-0.00194036172111763,0.06560903916431271,0.055231615702852156,0.51,78,142
Allantois,Autonomic progenitor,5.303943508334386,-0.04745079436191624,-0.3883005436136909,0.005625727151054069,0.95,78,3416
Allantois,Axial progenitor,5.246847947736646,-0.28820587281585414,-3.166023299700145,0.0026389149633537327,0.02,78,3170
Allantois,Cranial neural crest (anterior),5.594687236762996,0.12543873833973715,1.3165605222463044,0.016737241333093046,0.63,78,5971
Allantois,Cranial neural crest (posterior),5.4243580625600565,-0.006781794139145407,0.20333793058811722,0.022354285275679897,0.99,78,3552
Allantois,Dermomyotome,5.584062830334233,-0.24472861507486124,-2.798138296152846,0.0027893496223067044,0.02,78,47263
Allantois,Diencephalon,5.328610649040533,-0.1861629344012338,-2.088520860775908,0.009762042586451051,0.39,78,14353
Allantois,Dl1 interneuron,5.402599367659568,-0.06125450899977588,-0.7046904979282888,0.006856877662447883,0.77,78,1503
Allantois,Dl2-6 interneuron,5.419313245012255,-0.24846108778472065,-2.4521374014744617,0.0016952432718897537,0.02,78,3790
Allantois,Dorsal root ganglion neuron,5.204428385389119,-0.08684405163050002,-0.8295033281106736,0.0024441505232209834,0.52,78,1179
Allantois,Dorsal root ganglion progenitor,5.271328160042692,-0.019787182270574338,-0.19041549632585283,0.0003018105179548064,0.97,78,921
Allantois,Endocardial cell,5.173192548407024,-0.07285095053638042,-1.01647415920049,1.2004418640139088e-05,0.37,78,1558
Allantois,Endothelial cell,5.9594541507292895,0.27094325849619655,3.390850198218182,0.027819126296356134,0.28,78,9493
Allantois,Endothelial progenitor,5.553370775102628,-0.010764639961186854,-0.16946724771137656,0.0008228421726093364,0.94,78,1988
Allantois,Epibranchial placode,5.478696717032883,0.3335846095304434,3.0365985431614937,0.01866994914473992,0.06,78,3606
Allantois,Epibranchial sensory neuron,5.373973625013618,0.2729053702566307,2.3925123127279506,0.04611710067714,0.26,78,1270
Allantois,Epicardium,5.174101370632514,-0.02650255991757137,-0.2467054279239256,0.006924055391242729,0.66,78,1288
Allantois,Epidermal progenitor (anterior),5.639858753346239,0.3100037210216045,3.423171883323357,0.011202759252145474,0.01,78,7561
Allantois,Epidermal progenitor (posterior),5.778471971716339,0.4532652971580419,5.091464661615608,0.001413893502192741,0.0,78,16776
Allantois,Extraembryonic mesoderm,5.461973298515484,0.23838007806258452,3.3944259638155376,0.021980878594348247,0.27,78,5300
Allantois,Eye field,5.300216759401839,-0.15922723110986267,-1.8535895824137232,0.0032237704607779977,0.26,78,8896
Allantois,Facial branchiomotor neuron,4.983396272778567,-0.05421142132226198,-0.6121494725453526,0.004543660649235764,0.93,78,521
Allantois,Floor plate (anterior),5.072463587201326,-0.36004598007263383,-3.5804966583710898,0.007519711172955234,0.0,78,8689
Allantois,Floor plate (posterior),5.096743875114856,-0.37396285484863306,-4.105421348496355,0.00836271097418102,0.0,78,8099
Allantois,Forelimb field,5.536508984214881,0.05749370732178397,0.7659913897776107,0.006122956177264937,0.87,78,25891
